tx_id,nric,transaction,charity,message,hashed
TX 425,S0000008Z,46421,255252130E,,67e3247c1569360395a02164237cadab584708b4cea90f372dadca1ac15bab79
TX 426,S0000030Z,232668,255722125M,how is this,ab66e5d5854f199d980c7bbede6e63cf60042baaa7ccf011b089fc03142d4fbe
TX 427,S0000009Z,204056,02933481W,,19f620aac482403bc07d6aeb3a6b678abcb371a67f29022a3d8a87d6d9d5d9e1
TX 428,S0000007Z,933813,02933481W,another one,9a4d2dfcd35f06e88184a49895b0cbaf93c8f0a04695b194acc14cbc2cf20199
TX 429,S0000034Z,744216,255152333H,how is this,a6a5a5acee8c0173d4976af76a60797e0e9f66b5b30000ab784b4651fdcfcf6c
TX 430,S0000025Z,472537,01326755W,another one,4d3d3094168ac1e5113c551cf54a7e1ada849e487aa4d575f8468f8533b2259c
TX 431,S0000010Z,577060,49802055K,how is this,459c96e992ef6891ffb0efee7ba1105ffedebc372ed6a79e5c2b620e23980e5b
TX 432,S0000007Z,927651,35554555L,,da131d94998fdc4fcd53102b26ad1c821a11ad8d55ac6a480f12a964ab5f0e68
TX 433,S0000029Z,88052,190655100R,,38a1beac672b62d308178b1f43f3fbe8e15bd8e2716d77b51e20ff518c9bbfc2
TX 434,S0000038Z,798933,02879120K,another one,f42a3cc061d46375c1701e3d68b996a74454171b5e11f2879ad1d21249bfa1f1
TX 435,S0000027Z,521459,255958748C,another one,b938b484f85d05a08a02f0bff2b466d0643caeccc1b1d8065ecbd06f67ebba62
TX 436,S0000004Z,452496,02890046B,how is this,75246ae26c26ba30400ae42bf6fc2ba710602758bf3827ce66b29f3c1ce0f2aa
TX 437,S0000036Z,477385,49802055K,another one,e7cba930ae24272829440f365f34c94a98d7b55a947045edba943c0786c43508
TX 438,S0000004Z,919074,26679755L,how is this,9c4d9bfd9233449e9ee3f7551218841e39af0ed3d2151f90632f6558fb31e478
TX 439,S0000027Z,97714,199252597N,another one,d2921d86f6c9603c3d4acf5973b8e83b9f9af041e70f024eab990a05ca60b45f
TX 440,S0000036Z,52413,03154538X,another one,7391c28138a797b09ce4b472a90fa23aeabdbcab74d715f38a320d06f904b25e
TX 441,S0000030Z,909097,42939155E,,7f3244fbe3e59368fb80f0722e039397373ad2c26dc8a50dcbc84444ac92f96c
TX 442,S0000047Z,719455,02932444W,how is this,6060060bfa3e6eb2f6c14e1169ae0fe6bc7002b4cc638903714a505506d24d36
TX 443,S0000035Z,550363,46281055E,another one,43823c6c0a3159293dd44233c70c0ae94fb2c86084aab8a1a6153713fc63035d
TX 444,S0000001Z,51868,32610955B,,56e4ef6d671c6a963be7ea67e4c988d5a1ffe8b0c4ced23f7765d2dfa9cf5f15
TX 445,S0000024Z,789480,03191778M,another one,028451cf93c79cac2f0f7ff49b42250ef031b1753b391fc1032ad2d2e4042f50
TX 446,S0000009Z,158326,03166265L,how is this,e35fd8e3c0bfc8d157b39984622ee38cdb22bb0d45a5f295f1bae271cf8600fc
TX 447,S0000029Z,412912,57082555E,how is this,8aad0d69dd9a21768ebf7bf51c4f2164f1ecb1729fe72e9577d369bc6753325d
TX 448,S0000004Z,933406,02932444W,how is this,8198aeacb81a05e979f05e9fc73e76867aad22def8ddaedfdf90db1c184857d3
TX 449,S0000010Z,621862,251055173W,,a4778f48dda1ea9e935b5089b5058b77b47be52cd65007304999459cb618689e
TX 450,S0000003Z,486119,255655587W,another one,5f568f1d7fe1b0ad567d3d9f24cf9a4e4f4f712418f883d4f90df409280f0f99
TX 451,S0000031Z,760106,03132389K,,44c343a0551382672623082531f010afbef17103194b19598d2240760c96bd4f
TX 452,S0000026Z,988156,251155458M,another one,340f679f57f970d4c2281455533b4a062d5fe47a2174fbc36cc38ddaad43611f
TX 453,S0000044Z,913797,02802712J,how is this,d813cd7d63d3de3c10bbe2ae02ec707021f7ee67f59c365c5ca1b4f758250ba8
TX 454,S0000016Z,571147,251155458M,,c824c993f5369ca6fd75094da1d499468530d811956281f8108c163ebc8ee392
TX 455,S0000028Z,623459,03503615B,another one,e18f46b7ea3f24a77d2066ed00f68c8cf2b4036ba18a782ac5c3f4e7db556be7
TX 456,S0000046Z,225964,03256174L,,4d2f4e2c9de424e5da141a92fdac6101877126d505797e7af96c0b573c002be4
TX 457,S0000004Z,645914,251834260M,another one,2ce47ceda13e8b108567b75aeb0740d86d989960393cdbd163bc95a47e8325be
TX 458,S0000036Z,255242,251317802H,,3c998182b36c447e1ea39dd264ded5efccb17442dc970eaeefe2290497bd0b0a
TX 459,S0000035Z,924429,49802055K,another one,ae0d824ec7b01e8c25f06f42b138c6e728ae309d7c2eece2193c94febb0eb09e
TX 460,S0000038Z,797522,03256174L,how is this,a7bbcf56bf0bc44f286bc873e2fd7a10b65010185ee90f399147774827321683
TX 461,S0000032Z,352524,03293827E,how is this,68da3bd7760d1d76ee05f90c2ef4a61db182edf2c6dd58e53a3a58f3d9ae3803
TX 462,S0000039Z,580188,T58LL5834G,another one,f6af19075e045a7e53a651712d85fc7404e63b39c778691dcdc8aec33c1ffab4
TX 463,S0000029Z,777726,03112086J,another one,c53eff85dbac03b8b3763f7eb9c9b8d2f5c41e957dc00257824804d9eb79fbac
TX 464,S0000025Z,512774,T58LL5834G,another one,131e657504b028c0ede52c64afd9705e5bb4662237894c91632a6d0d85305d2b
TX 465,S0000025Z,192040,03151049A,another one,f6f723cc59a8370bd069894d29017d303c5657671ed9019040bfb69214523f29
TX 466,S0000029Z,187940,02879120K,another one,a2a4b51a73d714cbce5407baf8438dac9c237c4ef5b39c6aef205c5443ba2bbd
TX 467,S0000047Z,603784,02871013E,how is this,3dd7f1ab66893481cdc342b395251280d1b2d3eb7c1b96b7b5ba8794254b5926
TX 468,S0000005Z,681462,02915915K,another one,bd41f67c0e522d6cac607f9afd7fed161d94260a8998cb634cd63c24f22106e4
TX 469,S0000035Z,440384,251526162K,,bb0b38f0706a51816eec3593d5b5f0a753779a99dc6fd61d601c7b1627fbb7a8
TX 470,S0000015Z,300604,02991308E,another one,8d253da88be7c4e74a8690370e170d7e0cb119395b38c69266dbeea53abb0071
TX 471,S0000022Z,288512,197752734N,,e993b45dec69a27b6c379277cbf1e4617bcfc72b0fde0ba259c0f5a955680198
TX 472,S0000025Z,229222,190655100R,another one,ab8262884824d91caf9f101d9b4fd3124a89e4f2ee542485a607cbf970ccc33c
TX 473,S0000017Z,279552,251125007R,how is this,73b80de2cbc624d565af56ab053de7c57cdf56efaa89ea53337a236facc7dd7d
TX 474,S0000005Z,647306,251921845R,another one,fd43d929f21d9e419fc8797b6658e54ca9ec9e8d7b17d63a0ddf9e5e074562ab
TX 475,S0000042Z,959590,251317802H,another one,808552dddc432f83a0674a29c0b7ff4077cac9ae3c13bd547ce2b991e28ec947
TX 476,S0000039Z,969044,T17LL5546H,another one,22ec410ea071398fb95f70c4d05e9731fb8b5d7e2523b2f6bd996faa546d4b4a
TX 477,S0000023Z,377189,251055173W,another one,61be37f032cf4efe73317f99db703da99f5994c7254ead3318c47739ae851482
TX 478,S0000049Z,859510,199556151G,how is this,2428d66eea5515e88338e75e46d1cce0c6463bd37260c5c59e8ca167d2f8f1f2
TX 479,S0000037Z,396462,01897655M,how is this,6117d87640f550ae8e05878b609f977f73d841111e42dbce9ccf0a6a2e7f3865
TX 480,S0000041Z,17198,255722125M,,9adf6565ad1a732e48a400e62a4a32f5efad71b43327c80391df6284a4cbcd7f
TX 481,S0000043Z,39585,01326755W,,8a86725d8649a44bbab6fcad84fc20cb35693557d5c7fbff3514b288fe4a8881
TX 482,S0000043Z,73134,46281055E,how is this,f9d1a851f0013faaf40b29ca9cb6a333e390ce0a44bd15e4434296bbf278d259
TX 483,S0000022Z,869794,251323312W,another one,044e6953bd24c21871a3506c7780defa05fe285ab83cce5e5a60f829b22623fa
TX 484,S0000046Z,40563,03503615B,,f754bff479cccd302eca9dbc89a51a1710fe36fe22e98fecdd11c0a41fb760e4
TX 485,S0000006Z,910065,44636355J,how is this,ef107a9b3578ae1000265b7b987e24ad6446e22a53ebab1a57ef256140d73dff
TX 486,S0000037Z,962149,03312135B,how is this,4c1b9a00330d14aeaa10ba8c1f574a912fe934ea717c227c7431000da1ee6953
TX 487,S0000000Z,167129,35554555L,,7af3d07a351665543e923716cf11c9236d3b30eb9a79304a16cbe0457bfabc12
TX 488,S0000013Z,8401,255252130E,another one,39f09cb113baa762eb401f29b3c80ab9a62c482c9cafdcaa5af69e47c718495c
TX 489,S0000034Z,887931,T10LL2533J,another one,ae9e8fab9fd71641e46f6b79b77b42cca10b254e03abd937dff09571b6c2756d
TX 490,S0000036Z,258874,255253461Z,another one,c1e68e90dc8fef6946cdcb8ff198b9ada70557056f6ca11cd7c7086357ed0784
TX 491,S0000000Z,641577,251058254E,how is this,2b953cad07b84dda51fb417e4aac840714024c1b364f6f7840001fcdba7a22bb
TX 492,S0000014Z,945785,02915915K,how is this,abacc043bdef59c6abdd0704704f701ba9fb788daaee7b990c25be23dabc197a
TX 493,S0000002Z,557260,02932444W,how is this,2c85fef24b6cb665b629c5479f035d77fe1a6218c418c2193b564496317afa2e
TX 494,S0000037Z,296585,02933481W,,7af23f5577111c71c1acc48799eb68aacbdcb3bc51c370721079fcfad2e88f05
TX 495,S0000017Z,307237,02932444W,another one,9459fb5e7d930e62bdd8e1f795eeb02553f4ba58cb2df562aae91a67cb4b58a8
TX 496,S0000043Z,808330,03291869W,,561c4aaceff674940df04056f2bade4d96f5722fe3050cf6a2e970eccca9cd3d
TX 497,S0000047Z,803987,02960391E,another one,1d1c8cdd8a7907b536e11cf68b8c1bc34b87cf3a93f93a738c5bf8d0e648e28c
TX 498,S0000000Z,88553,49802055K,,42cb54893445ed3e20a829e3bbe1a5b03382cd7f13ef0d0e8fc66527d1c33d9a
TX 499,S0000026Z,270317,251155458M,another one,43cdc9cd258f81308ab89f6f37879162861be2db1d0d8572e10660eda25b6f2d
